id,user_id,amount,status,created_at
207,493,30830.96615626571,pending,2023-01-09 14:00:00
208,349,72733.10897170189,delivered,2023-01-09 15:00:00
209,188,66997.55459885018,delivered,2023-01-09 16:00:00
210,404,34912.46025525005,pending,2023-01-09 17:00:00
211,21,31644.736881729,pending,2023-01-09 18:00:00
212,219,56321.45304152412,pending,2023-01-09 19:00:00
213,347,84844.5017304549,pending,2023-01-09 20:00:00
214,239,93829.05096003324,pending,2023-01-09 21:00:00
215,48,24297.517134179012,,2023-01-09 22:00:00
216,236,71406.22555472855,pending,2023-01-09 23:00:00
217,331,48695.607697393636,,2023-01-10 00:00:00
218,4,43670.143129486176,,2023-01-10 01:00:00
219,133,31422.7311309265,delivered,2023-01-10 02:00:00
220,156,67592.53931416773,shipped,2023-01-10 03:00:00
221,148,42361.447172254055,pending,2023-01-10 04:00:00
222,108,30541.97462302591,,2023-01-10 05:00:00
223,11,16082.688425673865,shipped,2023-01-10 06:00:00
224,300,85899.8683781116,delivered,2023-01-10 07:00:00
225,86,91011.867121128,,2023-01-10 08:00:00
226,332,91018.60351524365,shipped,2023-01-10 09:00:00
227,427,74884.45086189121,delivered,2023-01-10 10:00:00
228,44,73643.69153159852,delivered,2023-01-10 11:00:00
229,443,9964.561083292117,delivered,2023-01-10 12:00:00
230,12,86830.70994745847,shipped,2023-01-10 13:00:00
231,159,15593.098022876222,shipped,2023-01-10 14:00:00
232,29,38747.04265778579,shipped,2023-01-10 15:00:00
233,139,33424.86546861478,,2023-01-10 16:00:00
234,94,53062.755530710376,pending,2023-01-10 17:00:00
235,81,6951.317630344135,shipped,2023-01-10 18:00:00
236,166,10870.704349519345,delivered,2023-01-10 19:00:00
237,22,70007.70842101915,pending,2023-01-10 20:00:00
238,142,55493.22683696928,delivered,2023-01-10 21:00:00
239,386,6496.228446716586,shipped,2023-01-10 22:00:00
240,387,60816.192340236834,pending,2023-01-10 23:00:00
241,119,56423.574654862656,shipped,2023-01-11 00:00:00
242,483,30985.05524395344,pending,2023-01-11 01:00:00
243,42,80766.07138450498,,2023-01-11 02:00:00
244,241,54069.93715585451,,2023-01-11 03:00:00
245,281,28979.119856882182,shipped,2023-01-11 04:00:00
246,478,13237.738572724196,shipped,2023-01-11 05:00:00
247,83,85944.36683500487,delivered,2023-01-11 06:00:00
248,319,92989.75054850877,,2023-01-11 07:00:00
249,423,93695.77729405895,pending,2023-01-11 08:00:00
250,402,18030.789802393632,delivered,2023-01-11 09:00:00
251,229,5625.560841987955,delivered,2023-01-11 10:00:00
252,317,29579.670054598602,pending,2023-01-11 11:00:00
253,495,64763.14715382007,,2023-01-11 12:00:00
254,319,95146.25565126051,,2023-01-11 13:00:00
255,32,6920.697051826575,,2023-01-11 14:00:00
256,10,14885.41410276014,delivered,2023-01-11 15:00:00
257,149,2492.2567863090385,shipped,2023-01-11 16:00:00
258,108,10330.182825219188,,2023-01-11 17:00:00
259,20,65691.35263743976,delivered,2023-01-11 18:00:00
260,263,34122.38323811792,shipped,2023-01-11 19:00:00
261,351,84628.22820978698,,2023-01-11 20:00:00
262,66,15985.115578632525,delivered,2023-01-11 21:00:00
263,224,25866.53960581536,pending,2023-01-11 22:00:00
264,345,5520.098649115292,pending,2023-01-11 23:00:00
265,445,66903.12336198025,,2023-01-12 00:00:00
266,410,66890.78016178377,pending,2023-01-12 01:00:00
267,349,64761.50975097628,delivered,2023-01-12 02:00:00
268,290,27509.62961907633,,2023-01-12 03:00:00
269,304,45020.476670170916,,2023-01-12 04:00:00
270,415,80723.3661645314,delivered,2023-01-12 05:00:00
271,397,62091.77851574419,shipped,2023-01-12 06:00:00
272,472,57117.75538205646,pending,2023-01-12 07:00:00
273,13,25484.167275177788,pending,2023-01-12 08:00:00
274,189,99617.83797277568,,2023-01-12 09:00:00
275,142,54896.422556039324,shipped,2023-01-12 10:00:00
276,5,92535.8403439818,pending,2023-01-12 11:00:00
277,477,78174.4957616851,shipped,2023-01-12 12:00:00
278,45,78975.1983684059,pending,2023-01-12 13:00:00
279,296,15180.438187304295,,2023-01-12 14:00:00
280,199,9200.549624961575,delivered,2023-01-12 15:00:00
281,160,96328.7832220644,pending,2023-01-12 16:00:00
282,313,45479.269225002274,pending,2023-01-12 17:00:00
283,149,98788.3765246671,,2023-01-12 18:00:00
284,29,36169.101279951836,pending,2023-01-12 19:00:00
285,284,7139.251871775796,shipped,2023-01-12 20:00:00
286,210,6165.6169471138,delivered,2023-01-12 21:00:00
287,39,60036.30492084576,pending,2023-01-12 22:00:00
288,350,81856.19160389985,pending,2023-01-12 23:00:00
289,81,72142.1822829816,delivered,2023-01-13 00:00:00
290,399,81998.32649141441,pending,2023-01-13 01:00:00
291,184,17603.544784577738,,2023-01-13 02:00:00
292,448,22703.979400023756,delivered,2023-01-13 03:00:00
293,342,82906.09934090707,,2023-01-13 04:00:00
294,330,63797.33933110808,shipped,2023-01-13 05:00:00
295,249,6390.823426186379,delivered,2023-01-13 06:00:00
296,256,38124.80976620435,delivered,2023-01-13 07:00:00
297,336,76579.71973171357,pending,2023-01-13 08:00:00
298,32,16283.862642116781,,2023-01-13 09:00:00
299,183,79343.33042901082,delivered,2023-01-13 10:00:00
300,485,49693.27722218695,,2023-01-13 11:00:00
301,499,41287.41483942482,delivered,2023-01-13 12:00:00
302,246,81421.80848740568,pending,2023-01-13 13:00:00
303,319,21888.190489786048,shipped,2023-01-13 14:00:00
304,17,95407.28779900153,shipped,2023-01-13 15:00:00
305,441,98823.04571534116,shipped,2023-01-13 16:00:00
306,124,92456.24678224974,pending,2023-01-13 17:00:00
307,23,64691.09094674179,shipped,2023-01-13 18:00:00
308,457,25147.476059342887,pending,2023-01-13 19:00:00
309,450,67303.42072312089,pending,2023-01-13 20:00:00
310,210,8075.329459403978,pending,2023-01-13 21:00:00
311,242,65000.765634020274,delivered,2023-01-13 22:00:00
312,469,48420.456282594605,pending,2023-01-13 23:00:00
313,469,92678.50592327054,pending,2023-01-14 00:00:00
314,392,26521.183589267734,delivered,2023-01-14 01:00:00
315,459,22756.816727256257,shipped,2023-01-14 02:00:00
316,347,95561.2272261641,pending,2023-01-14 03:00:00
317,472,79281.69473378087,pending,2023-01-14 04:00:00
318,136,68954.20789646072,,2023-01-14 05:00:00
319,262,66541.28240745753,pending,2023-01-14 06:00:00
320,116,56315.393434992155,,2023-01-14 07:00:00
321,240,87402.15661857463,shipped,2023-01-14 08:00:00
322,21,58105.55191796208,pending,2023-01-14 09:00:00
323,88,86290.59676640538,,2023-01-14 10:00:00
324,58,32492.68015387389,pending,2023-01-14 11:00:00
325,107,84936.6714225954,delivered,2023-01-14 12:00:00
326,18,59118.34496458949,delivered,2023-01-14 13:00:00
327,32,43723.872147875634,delivered,2023-01-14 14:00:00
328,64,30220.42187220307,delivered,2023-01-14 15:00:00
329,230,32845.85961252735,pending,2023-01-14 16:00:00
330,347,13083.998965691735,shipped,2023-01-14 17:00:00
331,64,17621.96940951323,shipped,2023-01-14 18:00:00
332,65,6990.712568727255,,2023-01-14 19:00:00
333,483,19774.223595792602,delivered,2023-01-14 20:00:00
334,458,99964.98881281423,pending,2023-01-14 21:00:00
335,410,12899.15731984654,,2023-01-14 22:00:00
336,308,65866.4509531791,delivered,2023-01-14 23:00:00
337,226,99716.29681869756,,2023-01-15 00:00:00
338,132,47841.8811459071,pending,2023-01-15 01:00:00
339,20,75062.87287732243,pending,2023-01-15 02:00:00
340,380,30585.74779434635,,2023-01-15 03:00:00
341,46,88629.44661265836,,2023-01-15 04:00:00
342,34,58591.418233920056,shipped,2023-01-15 05:00:00
343,498,9285.570911793784,,2023-01-15 06:00:00
344,347,70128.28366642157,delivered,2023-01-15 07:00:00
345,331,21657.271577462256,shipped,2023-01-15 08:00:00
346,363,47039.653265260196,delivered,2023-01-15 09:00:00
347,353,81801.88260991164,shipped,2023-01-15 10:00:00
348,425,53667.70541970877,pending,2023-01-15 11:00:00
349,101,63538.125477979534,shipped,2023-01-15 12:00:00
350,434,75956.57530877294,pending,2023-01-15 13:00:00
351,311,83118.37730131311,shipped,2023-01-15 14:00:00
352,132,71330.64214680379,shipped,2023-01-15 15:00:00
353,490,72099.63112608604,delivered,2023-01-15 16:00:00
354,95,39573.274023153375,pending,2023-01-15 17:00:00
355,17,98087.09158849787,,2023-01-15 18:00:00
356,228,22769.341731627057,pending,2023-01-15 19:00:00
357,17,21958.452190698354,pending,2023-01-15 20:00:00
358,86,76920.45767867024,shipped,2023-01-15 21:00:00
359,213,90088.94102672125,shipped,2023-01-15 22:00:00
360,40,43247.83450317057,,2023-01-15 23:00:00
361,324,48138.77323628651,pending,2023-01-16 00:00:00
362,305,50047.332588298814,pending,2023-01-16 01:00:00
363,209,92664.54952138115,shipped,2023-01-16 02:00:00
364,213,46820.72875303188,,2023-01-16 03:00:00
365,120,45927.433059631054,shipped,2023-01-16 04:00:00
366,21,16322.602387715622,pending,2023-01-16 05:00:00
367,415,46017.946860325836,,2023-01-16 06:00:00
368,107,3180.1414896412675,delivered,2023-01-16 07:00:00
369,294,95304.61706684694,,2023-01-16 08:00:00
370,452,50425.36319634811,,2023-01-16 09:00:00
371,358,20221.897485900427,,2023-01-16 10:00:00
372,103,95317.40304893978,shipped,2023-01-16 11:00:00
373,134,76653.28305310533,delivered,2023-01-16 12:00:00
374,8,11387.900749153752,shipped,2023-01-16 13:00:00
375,21,49914.851180895,,2023-01-16 14:00:00
376,87,16856.980218120094,pending,2023-01-16 15:00:00
377,385,2689.779368327139,delivered,2023-01-16 16:00:00
378,436,58380.807709158384,delivered,2023-01-16 17:00:00
379,101,48654.74737795637,delivered,2023-01-16 18:00:00
380,135,84597.2976045664,pending,2023-01-16 19:00:00
381,101,25593.46878454884,delivered,2023-01-16 20:00:00
382,347,83848.762340561,delivered,2023-01-16 21:00:00
383,474,18531.820151790973,,2023-01-16 22:00:00
384,228,19597.524487661147,delivered,2023-01-16 23:00:00
385,50,91087.67489631145,delivered,2023-01-17 00:00:00
386,350,40669.71119603842,delivered,2023-01-17 01:00:00
387,64,23206.982532270173,pending,2023-01-17 02:00:00
388,184,71752.43949671049,shipped,2023-01-17 03:00:00
389,24,16884.137126937647,shipped,2023-01-17 04:00:00
390,116,6119.286625713321,delivered,2023-01-17 05:00:00
391,279,68701.28350817562,pending,2023-01-17 06:00:00
392,423,49380.21370174817,delivered,2023-01-17 07:00:00
393,335,22274.547397178998,pending,2023-01-17 08:00:00
394,254,93483.27698656998,shipped,2023-01-17 09:00:00
395,369,40422.0985833141,,2023-01-17 10:00:00
396,383,27689.175967802632,shipped,2023-01-17 11:00:00
397,348,42023.01609573442,delivered,2023-01-17 12:00:00
398,446,6278.952403314994,,2023-01-17 13:00:00
399,470,82199.67627857767,shipped,2023-01-17 14:00:00
400,249,18903.02780747697,delivered,2023-01-17 15:00:00
401,493,72493.54117604226,delivered,2023-01-17 16:00:00
402,395,48635.61965501755,,2023-01-17 17:00:00
403,50,50745.252455204456,shipped,2023-01-17 18:00:00
404,96,64212.65478001627,pending,2023-01-17 19:00:00
405,421,56325.58263931991,delivered,2023-01-17 20:00:00
406,341,89959.52011590233,shipped,2023-01-17 21:00:00
407,478,46383.15286113055,pending,2023-01-17 22:00:00
408,388,96168.80050474624,,2023-01-17 23:00:00
409,268,63680.658193852,shipped,2023-01-18 00:00:00
410,411,2726.539799132896,pending,2023-01-18 01:00:00
411,402,73420.65208101203,pending,2023-01-18 02:00:00
412,341,43424.24470398586,pending,2023-01-18 03:00:00
413,372,45011.90090153739,pending,2023-01-18 04:00:00
414,362,21535.8162561412,delivered,2023-01-18 05:00:00
415,352,81081.96635962828,,2023-01-18 06:00:00
416,22,50234.309958210055,shipped,2023-01-18 07:00:00
417,493,79284.80412099461,delivered,2023-01-18 08:00:00
418,489,76176.50364676838,pending,2023-01-18 09:00:00
419,488,95611.62130789236,,2023-01-18 10:00:00
420,367,67504.33342567575,pending,2023-01-18 11:00:00
421,151,59408.33967050223,pending,2023-01-18 12:00:00
422,279,50819.967233992276,shipped,2023-01-18 13:00:00
423,325,44165.87937544006,delivered,2023-01-18 14:00:00
424,475,71162.70846172095,shipped,2023-01-18 15:00:00
425,68,31564.114832645868,pending,2023-01-18 16:00:00
426,95,87634.26876211396,,2023-01-18 17:00:00
427,405,62236.03207234477,pending,2023-01-18 18:00:00
428,429,90232.84771713203,pending,2023-01-18 19:00:00
429,451,27235.21872996843,shipped,2023-01-18 20:00:00
430,194,68956.87096165176,,2023-01-18 21:00:00
431,308,10710.360833009458,,2023-01-18 22:00:00
432,411,8662.673119921525,shipped,2023-01-18 23:00:00
433,238,26474.107354124844,shipped,2023-01-19 00:00:00
434,205,97995.12647465421,,2023-01-19 01:00:00
435,271,61604.26860746676,,2023-01-19 02:00:00
436,29,78246.93321652044,shipped,2023-01-19 03:00:00
437,372,96073.92840143846,delivered,2023-01-19 04:00:00
438,206,50616.92954264141,shipped,2023-01-19 05:00:00
439,125,49111.88088614082,delivered,2023-01-19 06:00:00
440,421,24711.9500439343,pending,2023-01-19 07:00:00
441,277,67054.78042885207,shipped,2023-01-19 08:00:00
442,378,95678.0915932552,delivered,2023-01-19 09:00:00
443,223,9143.59044422319,shipped,2023-01-19 10:00:00
444,457,67875.50548382266,,2023-01-19 11:00:00
445,500,85332.54091722742,delivered,2023-01-19 12:00:00
446,365,68543.42436537638,pending,2023-01-19 13:00:00
447,433,15545.34483793829,delivered,2023-01-19 14:00:00
448,101,19251.279594308206,delivered,2023-01-19 15:00:00
449,125,65728.5143808907,,2023-01-19 16:00:00
450,65,43298.01138675513,pending,2023-01-19 17:00:00
451,466,75851.43685193881,pending,2023-01-19 18:00:00
452,311,29073.001614024528,,2023-01-19 19:00:00
453,431,18968.73406502281,,2023-01-19 20:00:00
454,310,94348.21021311807,shipped,2023-01-19 21:00:00
455,278,10442.211339183408,shipped,2023-01-19 22:00:00
456,215,8632.756780562195,pending,2023-01-19 23:00:00
457,484,17969.730599146144,delivered,2023-01-20 00:00:00
458,71,37498.13014795909,shipped,2023-01-20 01:00:00
459,461,11879.426577861239,shipped,2023-01-20 02:00:00
460,124,2634.6714918645557,shipped,2023-01-20 03:00:00
461,399,69409.55861966453,shipped,2023-01-20 04:00:00
462,149,54468.01979144014,delivered,2023-01-20 05:00:00
463,297,23034.22872218581,delivered,2023-01-20 06:00:00
464,245,84113.44780665475,,2023-01-20 07:00:00
465,17,9249.594582957554,shipped,2023-01-20 08:00:00
466,231,8118.292105838959,,2023-01-20 09:00:00
467,397,85729.1397892532,pending,2023-01-20 10:00:00
468,121,78459.01878158268,pending,2023-01-20 11:00:00
469,447,84108.03296847393,,2023-01-20 12:00:00
470,49,26215.716663342562,,2023-01-20 13:00:00
471,237,54715.866444735104,shipped,2023-01-20 14:00:00
472,106,31786.92814862833,,2023-01-20 15:00:00
473,290,39074.12941432824,delivered,2023-01-20 16:00:00
474,222,81274.51983085278,,2023-01-20 17:00:00
475,335,58379.7755961412,shipped,2023-01-20 18:00:00
476,127,53091.80107910553,delivered,2023-01-20 19:00:00
477,297,72613.27475310481,shipped,2023-01-20 20:00:00
478,373,56550.6376192959,shipped,2023-01-20 21:00:00
479,61,31880.497125410067,,2023-01-20 22:00:00
480,67,9461.51997848593,,2023-01-20 23:00:00
481,456,51506.77562766978,pending,2023-01-21 00:00:00
482,180,43770.384904927894,shipped,2023-01-21 01:00:00
483,190,41283.65599676249,pending,2023-01-21 02:00:00
484,39,68330.66965302589,delivered,2023-01-21 03:00:00
485,498,22046.558517344307,shipped,2023-01-21 04:00:00
486,202,50391.23858974799,delivered,2023-01-21 05:00:00
487,324,73325.08719360622,,2023-01-21 06:00:00
488,335,58327.598371262095,delivered,2023-01-21 07:00:00
489,253,48735.51366250808,delivered,2023-01-21 08:00:00
490,84,76035.73009137358,,2023-01-21 09:00:00
491,148,44128.66547862626,shipped,2023-01-21 10:00:00
492,70,10644.413297679695,,2023-01-21 11:00:00
493,394,17043.442132728545,pending,2023-01-21 12:00:00
494,311,15641.955402402073,shipped,2023-01-21 13:00:00
495,332,88631.4175201688,pending,2023-01-21 14:00:00
496,175,4307.470859059458,pending,2023-01-21 15:00:00
497,122,33267.46904231861,,2023-01-21 16:00:00
498,291,23555.21934545229,pending,2023-01-21 17:00:00
